"Study","Effect","yi","vi","PCMeasure","Substance","Timeframe","SUMeasure","Age","Gender","Europe","AAO","AfricaME","LatinAmerica","Longitudinal","pubyear","Number","PC_outcome","Including_peer_use","Including_other_peer_connectedness","AddHealth"
"Abdo_2016",1,0.246860077931526,0.00538584019745364,"Support from Friends","Alcohol Use","Recent Use","Any Use",15.1,47.5,0,0,1,0,"0",20,15,0,"yes","no",0
"Abdo_2016",2,0.559615787935423,0.0206960114749709,"Time Spent with Friends","Alcohol Use","Recent Use","Any Use",15.1,47.5,0,0,1,0,"0",20,15,0,"yes","no",0
"Abdo_2016",3,0.46373401623214,0.0675931177780346,"Time Spent with Friends","Nicotine Use","Recent Use","Any Use",15.1,47.5,0,0,1,0,"0",20,15,0,"yes","no",0
"Abdo_2016",4,0.364643113587909,0.0402638200272326,"Time Spent with Friends","Nicotine Use","Recent Use","Any Use",15.1,47.5,0,0,1,0,"0",20,15,0,"yes","no",0
"Aho_2019",1,-0.0198026272961797,0.00330445899667696,"Support from All Peers","Nicotine Use","Recent Use","Quantity of Use",17.6,55.6,1,0,0,0,"0",23,7,0,"no","yes",0
"Aho_2019",2,0.0202027073175195,0.00606895251214343,"Support from All Peers","Nicotine Use","Recent Use","Quantity of Use",17.6,55.6,1,0,0,0,"0",23,7,0,"no","yes",0
"Aho_2019",3,0.0100503358535015,0.00596720597482228,"Support from All Peers","Nicotine Use","Recent Use","Quantity of Use",17.6,55.6,1,0,0,0,"0",23,7,0,"no","yes",0
"Aho_2019",4,0.116533816255952,0.00514467292299309,"Support from All Peers","Nicotine Use","Recent Use","Quantity of Use",17.6,55.6,1,0,0,0,"0",23,7,0,"no","yes",0
"Aho_2019",5,0.0202027073175195,0.00783003512090778,"Support from All Peers","Nicotine Use","Recent Use","Quantity of Use",17.6,55.6,1,0,0,0,"0",23,7,0,"no","yes",0
"Aho_2019",6,0.0512932943875506,0.00833773814528452,"Support from All Peers","Nicotine Use","Recent Use","Quantity of Use",17.6,55.6,1,0,0,0,"0",23,7,0,"no","yes",0
"Aho_2019",7,-0.798507696217772,0.00447957929440647,"Support from Friends","Nicotine Use","Recent Use","Quantity of Use",17.6,55.6,1,0,0,0,"0",23,7,0,"no","yes",0
"Aho_2019",8,-0.713349887877465,0.00862080876466615,"Support from Friends","Nicotine Use","Recent Use","Quantity of Use",17.6,55.6,1,0,0,0,"0",23,7,0,"no","yes",0
"Aho_2019",9,-0.462035459596559,0.00702278490844752,"Support from Friends","Nicotine Use","Recent Use","Quantity of Use",17.6,55.6,1,0,0,0,"0",23,7,0,"no","yes",0
"Aho_2019",10,-0.82098055206983,0.00973509307740396,"Support from Friends","Nicotine Use","Recent Use","Quantity of Use",17.6,55.6,1,0,0,0,"0",23,7,0,"no","yes",0
"Aho_2019",11,-0.63487827243597,0.0156965455325417,"Support from Friends","Nicotine Use","Recent Use","Quantity of Use",17.6,55.6,1,0,0,0,"0",23,7,0,"no","yes",0
"Aho_2019",12,-0.162518929497775,0.00562466486385852,"Support from Friends","Nicotine Use","Recent Use","Quantity of Use",17.6,55.6,1,0,0,0,"0",23,7,0,"no","yes",0
"Alexander_2001",1,0.0198026272961797,0.00470972702806613,"aaSociometric Friendship","Nicotine Use","Recent Use","Any Use",15.47,50.3,0,0,0,0,"0",5,6,0,"no","no",1
"Alika�ifo�lu_2004",1,1.40854497005471,0.152689714351578,"Support from Friends","Alcohol Use","Recent Use","Frequency of Use",16.4,53,0,1,0,0,"0",8,12,0,"no","yes",0
"Alika�ifo�lu_2004",2,0.717839793150317,0.0610862827779425,"Time Spent with Friends","Alcohol Use","Recent Use","Frequency of Use",16.4,53,0,1,0,0,"0",8,12,0,"no","yes",0
"Aloise-Young_2005",1,-0.0392207131532813,0.0173146098938664,"Sociometric Likeability","Nicotine Use","Lifetime Use","Quantity of Use",17.6425375798717,49,0,0,0,0,"1",9,3,0,"no","no",0
"Aloise-Young_2005",2,-0.210721031315653,0.0153398218961577,"Sociometric Likeability","Nicotine Use","Lifetime Use","Quantity of Use",17.1439475673251,49,0,0,0,0,"1",9,3,0,"no","no",0
"Aloise-Young_2005",3,-0.285178942233662,0.0122078055600954,"Sociometric Likeability","Nicotine Use","Lifetime Use","Quantity of Use",18.1946155801415,49,0,0,0,0,"1",9,3,0,"no","no",0
"Aloise-Young_2005",4,-0.262364264467491,0.0564279838724387,"Sociometric Likeability","Nicotine Use","Lifetime Use","Quantity of Use",10.4661928776186,49,0,0,0,0,"1",9,3,0,"no","no",0
"Aloise-Young_2005",5,0.0582689081239758,0.0451463977944427,"Sociometric Likeability","Nicotine Use","Lifetime Use","Quantity of Use",18.5880664631259,49,0,0,0,0,"1",9,3,0,"no","no",0
"Aloise-Young_2005",6,-0.615185639090233,0.0445286153897054,"Sociometric Likeability","Nicotine Use","Lifetime Use","Quantity of Use",10.467399553163,49,0,0,0,0,"1",9,3,0,"no","no",0
"Aloise-Young_2005",7,0.00995033085316809,0.00990090840875089,"Sociometric Likeability","Nicotine Use","Lifetime Use","Quantity of Use",14.5225645150058,49,0,0,0,0,"1",9,3,0,"no","no",0
"Aloise-Young_2005",8,0.356674943938732,0.0488236761164869,"Sociometric Likeability","Nicotine Use","Lifetime Use","Quantity of Use",17.0229995229747,49,0,0,0,0,"1",9,3,0,"no","no",0
"Aloise-Young_2005",9,-0.0861776962410524,0.0251707672268421,"Sociometric Likeability","Nicotine Use","Lifetime Use","Quantity of Use",10.8858535129111,49,0,0,0,0,"1",9,3,0,"no","no",0
"Alwan_2011",1,0,NA,"aSelf-Reported Number of Friends","Nicotine Use","Recent Use","Frequency of Use",14,100,0,0,1,0,"0",15,1,0,"no","no",0
"Alwan_2011",2,0.105360515657826,0.0974611039047464,"aSelf-Reported Number of Friends","Nicotine Use","Recent Use","Frequency of Use",14,0,0,0,1,0,"0",15,1,0,"no","no",0
"Alwan_2011",3,-0.182321556793955,0.0648857132811261,"aSelf-Reported Number of Friends","Alcohol Use","Recent Use","Frequency of Use",14,100,0,0,1,0,"0",15,1,0,"no","no",0
"Alwan_2011",4,-0.405465108108164,0.0451463977944427,"aSelf-Reported Number of Friends","Alcohol Use","Recent Use","Frequency of Use",14,0,0,0,1,0,"0",15,1,0,"no","no",0
"Alwan_2011",5,-0.587786664902119,0.0698593353619868,"aSelf-Reported Number of Friends","Marijuana Use","Recent Use","Frequency of Use",14,100,0,0,1,0,"0",15,1,0,"no","no",0
"Alwan_2011",6,0.510825623765991,0.34503189494471,"aSelf-Reported Number of Friends","Marijuana Use","Recent Use","Frequency of Use",14,0,0,0,1,0,"0",15,1,0,"no","no",0
"Asante_2019",1,0.86288995514704,0.121673959970325,"aSelf-Reported Number of Friends","Marijuana Use","Recent Use","Frequency of Use",15.1,53.2,0,0,1,0,"0",23,20,0,"no","yes",0
"Asante_2019",2,0.405465108108164,0.0916855935003008,"Support from All Peers","Marijuana Use","Recent Use","Frequency of Use",15.1,53.2,0,0,1,0,"0",23,20,0,"no","yes",0
"Asante_2019",3,0.357674444271816,0.0923468030999422,"aSelf-Reported Number of Friends","Other Drug Use","Lifetime Use","Frequency of Use",15.1,53.2,0,0,1,0,"0",23,20,0,"no","yes",0
"Asante_2019",4,0.27002713721306,0.0543506180937431,"Support from All Peers","Other Drug Use","Lifetime Use","Frequency of Use",15.1,53.2,0,0,1,0,"0",23,20,0,"no","yes",0
"Brady_2008",1,1.14740245283754,NA,"Self-Rated Popularity","Nicotine Use","Lifetime Use","Any Use",14,54,0,0,0,0,"0",12,1,0,"no","no",0
"Brady_2008",2,0.405465108108164,NA,"Self-Rated Popularity","Nicotine Use","Lifetime Use","Any Use",14,54,0,0,0,0,"0",12,1,0,"no","no",0
"Chan_2019",5,-0.03,9e-04,"Support from Friends","Alcohol Use","Recent Use","Frequency of Use",15.81,42,0,0,0,0,"1",23,7,0,"no","no",0
"Chan_2019",7,0.01,0.0016,"Support from Friends","Alcohol Use","Recent Use","Frequency of Use",15.81,42,0,0,0,0,"1",23,7,0,"no","no",0
"Cole_2020",1,0.516,0.002401,"aaSociometric Friendship","Nicotine Use","Recent Use","Any Use",12.6796785769984,52,0,0,0,0,"1",24,8,0,"no","yes",0
"Cole_2020",2,-0.24,0.002916,"aaSociometric Friendship","Nicotine Use","Recent Use","Any Use",14.6037524736021,52,0,0,0,0,"1",24,8,0,"no","yes",0
"Copeland_2018",1,-0.041,0.000968701131588636,"Sociometric Isolation","Alcohol Use","Recent Use","Any Use",13.3081758846529,NA,0,0,0,0,"0",22,6,0,"no","yes",0
"Copeland_2018",2,-0.631,0.030209477021589,"Sociometric Isolation","Alcohol Use","Recent Use","Any Use",13.061997592682,NA,0,0,0,0,"0",22,6,0,"no","yes",0
